시도,시군구,시설명,주소,전화번호,팩스번호,홈페이지 주소,주차대수,공-사설 구분,최초안치기간,연장가능년,연장가능횟수,식당,매점,주차장,유족대기실,장애인편의시설
대구광역시,달성군,덕안사 봉안당,"대구광역시 달성군 가창면 가창로216길 38 (용계리, 덕안사)",053-621-4444,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
대구광역시,동구,동해사,대구광역시 동구 팔공산로292길 47 (백안동),053-981-3181,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
대구광역시,남구,불광사 추모관,대구광역시 남구 명덕로32길 40 (대명동),053-656-6766,053-624-6766,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
대구광역시,군위군,실로암추모관,"대구광역시 군위군 효령면 용매로 1011-43 (고곡리, 실로암교회)",054-382-8845,,www.실로암추모관.com,0,사설,99,99,99,설치,미설치,설치,설치,미설치
대구광역시,동구,지장선원,"대구광역시 동구 갓바위로 35(진인동, 지장선원)",053-986-0151,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
대구광역시,동구,팔공산도림사추모공원,대구광역시 동구 인산로 264 (진인동),053-986-1001,,www.803park.com,50,사설,99,99,99,미설치,미설치,설치,설치,설치
대구광역시,달성군,한국불교원각종 장수사,"대구광역시 달성군 옥포면 옥계길 16-1(본리리, 장수사)",053-615-9004,,,0,사설,0,0,0,설치,미설치,설치,설치,미설치
인천광역시,강화군,갑곶순교성지 천국의 문,"인천광역시 강화군 강화읍 해안동로1366번길 35 (갑곳리, 갑곶순교성지)",032-933-1525,,www.gabgot.com,50,사설,20,10,2,미설치,미설치,설치,설치,설치
인천광역시,강화군,강화파라다이스 강화지점,인천광역시 강화군 송해면 강화대로 879-16 (하도리),1599-9442,,www.prds.kr,300,사설,99,99,99,미설치,설치,설치,설치,설치
인천광역시,강화군,강화파라다이스 강화지점 봉안탑,인천광역시 강화군 송해면 강화대로 879-16 (하도리),032-934-4781,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,강화군,교산리 무연고 봉안묘,인천광역시 강화군 양사면 교산리 산307,032-930-3114,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,강화군,내리 무연고 봉안묘,인천광역시 강화군 화도면 내리 산18,032-930-3114,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,미추홀구,석암산수도사 봉안당,"인천광역시 미추홀구 구월로8번길 36-7 (주안동, 수도사)",032-422-1479,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,서구,송월교회 봉안묘·탑,인천광역시 서구 마전동 산72-1,032-765-7851,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,남동구,약사사지장전추모관,인천광역시 남동구 풀무로 48 (간석동),032-429-4441,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,강화군,예수사랑제일교회,"인천광역시 강화군 하점면 창후로 90-35 (창후리, 예수사랑제일교회)",02-6722-2500,,,200,사설,99,99,99,미설치,미설치,설치,설치,설치
인천광역시,강화군,온수리 무연고 봉안묘,인천광역시 강화군 길상면 온수리 산16,032-930-3114,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,강화군,월곳리 무연고 봉안묘,인천광역시 강화군 강화읍 월곳리 산8,032-930-3114,,,100,공설,0,0,0,미설치,미설치,설치,미설치,미설치
인천광역시,부평구,인천가족공원 가족봉안담,"인천광역시 부평구 평온로 61 (부평동, 관리사무소및홍보관)",032-456-2320,,https://www.insiseol.or.kr/life/family/facility/cinerary.jsp,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,인천광역시,인천가족공원 가족봉안묘,"인천광역시 부평구 평온로 61 (부평동, 관리사무소및홍보관)",032-456-2320,032-456-2323,https://www.insiseol.or.kr/life/family/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,부평구,인천가족공원 금마총,인천광역시 부평구 평온로 61 (부평동),032-456-2320,032-456-2324,www.insiseol.or.kr/life/family,0,공설,10,10,2,설치,설치,설치,설치,설치
인천광역시,부평구,인천가족공원 만월당,인천광역시 부평구 평온로 61 (부평동),032-456-2320,032-456-2324,www.insiseol.or.kr/life/family,63,공설,10,10,2,설치,설치,설치,설치,설치
인천광역시,부평구,인천가족공원 별빛당,인천광역시 부평구 평온로 61 (부평동),032-456-8950,,www.insiseol.or.kr/life/family,0,공설,30,0,0,설치,설치,설치,설치,설치
인천광역시,부평구,인천가족공원 봉안담,인천광역시 부평구 평온로 61 (부평동),032-456-2320,032-456-2324,www.insiseol.or.kr/life/family,0,공설,10,10,2,설치,설치,설치,설치,설치
인천광역시,인천광역시,인천가족공원 승화원 부속 봉안당,"인천광역시 부평구 평온로 61 (부평동, 관리사무소및홍보관)",032-456-2320,032-456-2323,https://www.insiseol.or.kr/life/family/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,부평구,인천가족공원 추모의집,인천광역시 부평구 평온로 61 (부평동),032-456-2320,032-456-2324,www.insiseol.or.kr/life/family,246,공설,10,10,2,설치,설치,설치,설치,설치
인천광역시,부평구,인천가족공원 평온당,인천광역시 부평구 평온로 61 (부평동),032-456-2320,032-456-2324,www.insiseol.or.kr/life/family,45,공설,30,10,2,설치,설치,설치,설치,설치
인천광역시,부평구,인천가족공원 호국봉안담,"인천광역시 부평구 평온로 61 (부평동, 관리사무소및홍보관)",032-456-2320,,https://www.insiseol.or.kr/life/family/facility/cinerary.jsp,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,남동구,천주교 인천교구 고잔성당 몽은당,"인천광역시 남동구 논현고잔로128번길 32,고잔성당 (고잔동)",032-442-9174,,www.caincheon.or.kr,0,사설,20,10,2,미설치,미설치,미설치,미설치,미설치
인천광역시,서구,천주교 인천교구 하늘의문(봉안담),"인천광역시 서구 드림로 472 (당하동, 하늘의문묘지)",032-765-7251,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
인천광역시,서구,천주교 인천교구 하늘의문(봉안당),"인천광역시 서구 드림로 472 (당하동, 하늘의문묘지)",032-765-7251,,https://haneul.caincheon.or.kr,35,사설,30,0,0,미설치,미설치,설치,미설치,미설치
인천광역시,연수구,흥륜사정토원,"인천광역시 연수구 청량로70번길 40-18,흥륜사 정토원 (동춘동)",032-834-1131,,www.jungtowon.co.kr,0,사설,99,99,99,미설치,설치,설치,설치,설치
광주광역시,광주광역시,광주영락공원 봉안묘·담,광주광역시 북구 효령동 100-2,062-572-4384,062-572-1702,https://www.cyberyoungrak.or.kr/cms/bbs/dk_content.php?ht_id=cyber_02_2,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
광주광역시,북구,광주영락공원 제1추모관,"광주광역시 북구 영락공원로 170 (효령동, 영락공원)",062-572-4384,062-572-1702,www.cyberyoungrak.or.kr/cms/bbs/dk_content.php?ht_id=cyber_02_2,0,공설,0,0,0,설치,설치,설치,설치,미설치
광주광역시,북구,광주영락공원 제2추모관,"광주광역시 북구 영락공원로 171 (효령동, 영락공원)",062-572-4384,062-572-1702,https://www.cyberyoungrak.or.kr/cms/bbs/dk_content.php?ht_id=cyber_02_2,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
광주광역시,동구,문빈정사 봉안당,"광주광역시 동구 증심사길 81 (운림동, 문빈정사)",062-228-0108,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
광주광역시,북구,새로나추모관,"광주광역시 북구 동운로52번길 118 (동림동, (재)새로나추모관)",062-531-4444,,www.saerona-mp.com,55,사설,0,0,0,미설치,미설치,설치,설치,미설치
광주광역시,동구,해원정사,광주광역시 동구 분산길 100 (내남동),062-234-4576,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
대전광역시,동구,(재)대전교구천주교회 산내공원묘원 봉안담,대전광역시 동구 삼괴동 274-6,044-270-3030,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
대전광역시,유성구,녹야원추모관,대전광역시 유성구 현충원로 389-20 (구암동),042-824-0801,,www.녹야원추모관.kr,80,사설,99,99,99,설치,미설치,설치,설치,설치
대전광역시,서구,대전추모공원 가족묘원(봉안),대전광역시 서구 상보안윗길 160 (괴곡동),042-602-2500,042-602-2599,,418,공설,0,0,0,미설치,설치,설치,설치,설치
대전광역시,서구,대전추모공원 영락원,대전광역시 서구 상보안윗길 160 (괴곡동),042-602-2500,,www.djsiseol.or.kr/portal/sub040203.asp,418,공설,15,15,1,미설치,설치,설치,설치,설치
대전광역시,서구,대전추모공원 제2영락원,대전광역시 서구 상보안윗길 160 (괴곡동),042-602-2500,042-602-2500,www.djsiseol.or.kr/portal/sub040203.asp,418,공설,0,0,0,미설치,설치,설치,설치,설치
대전광역시,서구,대전추모공원 제3영락원,대전광역시 서구 상보안윗길 160 (괴곡동),042-602-2500,042-602-2500,www.djsiseol.or.kr/portal/sub040203.asp,418,공설,0,0,0,미설치,설치,설치,설치,설치
대전광역시,유성구,대한불교조계종 해운봉안당,대전광역시 유성구 북유성대로 487번길 130 (안산동),042-822-2377,,www.guamsa.org,120,사설,0,0,0,설치,미설치,설치,설치,미설치
대전광역시,서구,정안사,대전광역시 서구 사기점골길 195 (평촌동),053-472-4814,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
울산광역시,울주군,대한불교조계종 천룡사납골당,울산광역시 울주군 웅촌면 웅촌로 720-5 (대복리),052-277-7062,052-277-7062,,0,사설,0,0,0,설치,미설치,설치,설치,미설치
울산광역시,중구,덕원사 추모관,울산광역시 중구 성동길 129-10 (성안동),052-716-1141,,www.deokwonsa.com,30,사설,0,0,0,설치,미설치,설치,설치,미설치
울산광역시,울산광역시,울산하늘공원 추모의집,울산광역시 울주군 삼동면 보삼길 550 (조일리),052-255-3800,052-255-3809,https://www.uic.or.kr/skypark/enshrine/enshrine01.do,419,공설,15,5,3,설치,설치,설치,설치,설치
울산광역시,남구,정토사 극락원,"울산광역시 남구 문수로217번길 15 (옥동, 정토사)",052-212-7000,,,50,사설,99,99,0,설치,미설치,설치,설치,미설치
세종특별자치시,세종특별자치시,세종시추모의집,세종특별자치시 전동면 전동로 538 (봉대리),044-850-1346,,,0,공설,0,0,0,미설치,미설치,설치,미설치,미설치
세종특별자치시,세종특별자치시,숲속의 부활의집,세종특별자치시 전동면 솔티로 615 (송성리),044-863-8537,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
세종특별자치시,세종특별자치시,영평사 추모공원,"세종특별자치시   장군면 영평사길 124 (산학리, 영평사)",044-862-0015,,www.youngpyungsapark.co.kr,30,사설,99,99,99,설치,미설치,설치,설치,설치
세종특별자치시,세종특별자치시,은하수공원 달님의집(봉안담),"세종특별자치시 정안세종로 1527 (산울동, 은하수공원)",044-850-1340,044-863-0764,www.sjfmc.or.kr/eunhasu.do,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
세종특별자치시,세종특별자치시,은하수공원 달님의집(봉안당),"세종특별자치시 정안세종로 1527 (산울동, 은하수공원)",044-850-1340,044-863-0764,www.sjfmc.or.kr/eunhasu.do,20,공설,15,15,1,설치,설치,설치,설치,설치
세종특별자치시,세종특별자치시,황룡사 봉안당,세종특별자치시 연동면 황우재길 22-17 (명학리),044-864-7000,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,광주시,(재)미타불교원,경기도 광주시 용샘길 101 (목현동),031-763-0134,,www.mita.kr,100,사설,99,99,99,설치,설치,설치,설치,미설치
경기도,성남시 분당구,(재)분당메모리얼파크,경기도 성남시 분당구 새나리로 79 (야탑동),031-704-6508,031-702-5736,www.bmpark.co.kr,"15,000",사설,0,0,0,미설치,미설치,설치,미설치,미설치
경기도,용인시 처인구,(재)서울공원묘원 봉안담,"경기도 용인시 처인구 이동읍 백자로 41 (서리, 서울공원묘원사무실)",031-332-2444,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,(재)서현추모공원,경기도 파주시 광탄면 명봉산로 277 (용미리),031-947-4114,,seohyunpark.com/,200,사설,99,99,99,설치,설치,설치,설치,설치
경기도,평택시,(재)서호추모공원,경기도 평택시 청북읍 고렴길 161-12 (고렴리),031-683-4505,,www.seohopark.kr,0,사설,0,0,0,설치,미설치,설치,설치,설치
경기도,광주시,(재)시안 가족추모공원(봉안),경기도 광주시 오포안로 17 (문형동),031-766-2894,,www.sianpark.co.kr,"1,500",사설,99,0,0,미설치,미설치,설치,설치,설치
경기도,안산시,(재)안양공원묘원,"경기도 안산시 상록구 오리골길 41 (양상동, 공동묘지관리소)",031-482-2949,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,여주시,(재)여주세종추모공원 봉안당,경기도 여주시 흥천면 샘다리길 105 (흥천면  상대리  27-6) ,031-634-4960,,www.세종공원.co.kr,200,사설,99,99,99,미설치,미설치,설치,설치,설치
경기도,용인시 처인구,(재)용인공원(봉안담·묘),"경기도 용인시 처인구 모현면 새래로 158-33 (초부리, 용인공원묘지)",031-334-3484,,www.yongin-park.com,"2,000",사설,5,99,0,설치,설치,설치,미설치,미설치
경기도,용인시 처인구,(재)용인공원(아너스톤),"경기도 용인시 처인구 모현읍 새래로 158-33 (초부리, 용인공원묘지)",031-334-3484,,www.yongin-park.com,"2,000",사설,5,99,0,설치,설치,설치,설치,미설치
경기도,용인시 기흥구,(재)용인추모원,"경기도 용인시 기흥구 중부대로 972 (상하동, 재단법인용인추모원)",031-283-1601,,www.yich.co.kr,100,사설,99,99,99,미설치,설치,설치,설치,설치
경기도,고양시,(재)자하연 일산(봉안),경기도 고양시 일산동구 지영로 36-87 (지영동),031-977-8351,,www.jahayeon.com,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,광주시,(재)자하연분당(봉안),경기도 광주시 오포읍 대명대길 57 (능평리),031-719-2780,,www.jahayeon.com,200,사설,99,99,99,미설치,미설치,설치,설치,설치
경기도,양평군,(재)자하연팔당(봉안),경기도 양평군 양서면 목왕로688번길 71 (목왕리),031-772-7102,,www.jahayeon.com,60,사설,0,0,0,미설치,설치,설치,미설치,미설치
경기도,포천시,(재)자하연포천(봉안),경기도 포천시 영중면 궁들길 84 (금주리),031-532-6534,,www.jahayeon.com,0,사설,99,99,99,미설치,미설치,설치,설치,미설치
경기도,이천시,(재)한국SGI이천평화공원,경기도 이천시 마장면 서이천로528번길 115 (목리),031-638-0871,,,200,사설,30,30,99,미설치,미설치,설치,설치,설치
경기도,광주시,(재)한남공원묘원(봉안),경기도 광주시 매자리길 185-22 (매산동),031-766-4278,,,0,사설,0,0,0,미설치,미설치,설치,설치,미설치
경기도,화성시,(재)효원가족공원,경기도 화성시 만세구 향남읍 서봉로755번길 17-15 (동오리),031-354-2325,031-354-2327,www.skypark.co.kr,200,사설,99,99,99,미설치,설치,설치,미설치,설치
경기도,화성시,(재)효원가족공원 봉안탑,경기도 화성시 만세구 향남읍 서봉로755번길 17-15 (동오리),031-354-2325,031-354-2327,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,고양시 일산동구,(주)청아공원,"경기도 고양시 일산동구 은마길 129 (설문동, 청아공원)",031-977-9911,,chungahpark.co.kr,"2,000",사설,99,99,99,설치,설치,설치,설치,설치
경기도,가평군,가평군공설봉안묘,경기도 가평군 북면 이곡리 산7,031-580-4264,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,가평군,가평추모공원 봉안담,"경기도 가평군 가평읍 석봉로191번길 65-84 (읍내리, 가평추모공원)",031-580-2583,,https://www.gp.go.kr/portal/contents.do?key=2285,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양평군,갈월사 봉안탑,"경기도 양평군 양평읍 충신로324번길 64 (창대리, 갈월사)",031-774-7374,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양평군,갑산공원묘원,"경기도 양평군 양서면 건지미길 5 (양수리, 갑산공원묘원)",031-774-9348,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,김포시,개운사 봉안당,경기도 김포시 월곶면 평화공원로 54-40 (개곡리),031-989-7687,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,검단사 봉안당,"경기도 파주시 탄현면 필승로 292-33 (성동리, 검단사)",031-949-8729,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,경신하늘뜰공원 봉안당,"경기도 양주시 남면 화합로430번길 98(경신리, 경신하늘뜰공원)",031-861-5791,,https://changucchin.yangju.go.kr/www/contents.do?key=503,10,공설,0,0,0,미설치,설치,설치,설치,설치
경기도,포천시,광릉 더 크레스트 봉안당,경기도 포천시 내촌면 부마로 341 (마명리),031-532-2520,031-534-3116,www.gmemorialpark.com/,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,광릉추모공원 봉안묘,경기도 포천시 내촌면 부마로 341 (마명리),031-532-2520,031-534-3116,www.gmemorialpark.com,200,사설,99,99,99,설치,설치,설치,미설치,미설치
경기도,광명시,광명메모리얼파크,경기도 광명시 자경로 153 (일직동),02-2610-7380,,www.gmuc.co.kr/user/conn/memoFaq.do?pmn=23000,76,공설,15,15,2,미설치,미설치,설치,설치,미설치
